,Name,Price,Rating,city,Kilometers,Year_of_Purchase,Owner,Fuel_Type,Transmission,RTO,Insurance,Insurance_Type,Month_of_Purchase
196, Maruti Alto K LXI,229000,4.3,hyderabad,40075,2011,First ,Petrol,MANUAL,RTOAP29,31/1/2021,Comprehensive,April
197, Hyundai Grand i SPORTZ . CRDI,420000,4.2,hyderabad,56898,2013,First ,Diesel,MANUAL,RTOAP28,18/12/2021,ZeroDepreciation,October
198, Maruti Wagon R . VXI,420000,4.6,hyderabad,12773,2017,First ,Petrol,MANUAL,RTOTS08,18/12/2021,Third_party,December
199, Maruti Alto LXI,215000,4.2,hyderabad,26063,2011,First ,Petrol,MANUAL,RTOAP09,14/11/2021,Comprehensive,May
200, Hyundai Eon D LITE PLUS,230000,4.5,hyderabad,29860,2014,First ,Petrol,MANUAL,RTOTS13,,Expired,July
201, Hyundai Elite i SPORTZ .,561530,4.3,hyderabad,32001,2017,First ,Petrol,MANUAL,RTOTS07,20/2/2021,Comprehensive,January
202, Maruti Alto LXI,200000,3.9,hyderabad,46317,2012,Second ,Petrol,MANUAL,RTOAP28,29/1/2022,Comprehensive,January
203, Maruti Celerio VXI ,420000,4.8,hyderabad,30307,2017,First ,Petrol,MANUAL,RTOTS07,7/10/2021,ZeroDepreciation,August
204, Maruti Alto K VXI ,150000,4.3,hyderabad,43092,2012,First ,Petrol,MANUAL,RTOWB02,24/9/2020,Comprehensive,September
205, Hyundai Grand i MAGNA . VTVT,380000,4.3,hyderabad,33622,2014,First ,Petrol,MANUAL,RTOTS08,30/8/2021,Comprehensive,February
206, Toyota Etios CROSS  VD,430000,3.8,hyderabad,44075,2015,Third ,Diesel,MANUAL,RTOTS03,30/9/2021,Third_party,August
207, Hyundai i ERA . IRDE,200000,4.1,hyderabad,33622,2009,First ,Petrol,MANUAL,RTOAP29,,Expired,March
208, Hyundai Eon MAGNA PLUS,261000,4.5,hyderabad,34003,2014,First ,Petrol,MANUAL,RTOTS09,28/9/2021,Comprehensive,March
209, Hyundai Grand i SPORTZ . KAPPA VTVT,420000,4.7,hyderabad,24213,2017,First ,Petrol,MANUAL,RTOTS07,29/8/2021,Comprehensive,July
210, Maruti Dzire VXI,550000,4.3,hyderabad,23763,2017,First ,Petrol,MANUAL,RTOTS10,,Expired,November
211, Renault Kwid RXL,450000,4.7,hyderabad,9935,2019,First ,Petrol,MANUAL,RTOTS07,11/5/2021,ZeroDepreciation,April
212, Maruti Ritz VXI BS IV,350000,4.4,hyderabad,56709,2013,First ,Petrol,MANUAL,RTOAP28,21/12/2020,Comprehensive,October
213, Hyundai Grand i ASTA . KAPPA VTVT OPT,370000,4.3,hyderabad,6351,2016,First ,Petrol,MANUAL,RTODL4C,14/9/2021,ZeroDepreciation,July
214, Maruti Swift VXI,400000,4.2,hyderabad,38535,2012,First ,Petrol,MANUAL,RTOKL03,17/1/2021,Comprehensive,December
215, Honda City V MT PETROL,430000,4.3,hyderabad,44226,2012,First ,Petrol,MANUAL,RTOAP09,18/4/2021,Comprehensive,September
216, Tata Venture EX  STR,130000,3.5,hyderabad,68419,2011,Second ,Diesel,MANUAL,RTOAP22,,Expired,December
217, Hyundai i SPORTZ . VTVT,400000,4.2,hyderabad,43611,2013,First ,Petrol,MANUAL,RTOAP20,30/8/2021,Comprehensive,July
218, Hyundai Elite i . SPORTS PLUS VTVT,800000,4.9,hyderabad,559,2020,First ,Petrol,,RTOTS11,19/1/2022,ZeroDepreciation,January
219, Maruti Alto LXI,112934,4,hyderabad,20215,2007,First ,Petrol,MANUAL,RTOAP09,31/12/2020,Expired,January
220, Renault Kwid . RXT,325000,4.6,hyderabad,14333,2016,First ,Petrol,MANUAL,RTOTS08,,Expired,October
221, Maruti Celerio ZXI ,335000,4.3,hyderabad,34653,2015,First ,Petrol,MANUAL,RTOTS09,9/2/2021,Comprehensive,January
222, Maruti Swift VDI,450000,4.4,hyderabad,34149,2014,First ,Diesel,MANUAL,RTOAP31,,Expired,May
223, Hyundai i ASTA .,305000,4.4,hyderabad,40618,2011,Second ,Petrol,MANUAL,RTOTS07,21/3/2021,Comprehensive,August
224, Maruti Alto LXI,170000,3.8,hyderabad,42609,2010,First ,Petrol + LPG,MANUAL,RTOAP20,11/10/2021,Comprehensive,August
225, Ford Figo . EXI DURATORQ ,260000,4.5,hyderabad,30644,2012,First ,Diesel,MANUAL,RTOAP28,,Expired,May
226, Chevrolet Spark LT .,135000,4,hyderabad,36753,2011,Second ,Petrol,MANUAL,RTOMH19,5/10/2021,Third_party,February
227, Renault Kwid RXT,370000,4.8,hyderabad,2069,2019,First ,Petrol,MANUAL,RTOTS09,5/3/2021,Comprehensive,September
228, Renault Kwid . RXT Opt,380000,4.8,hyderabad,16267,2019,First ,Petrol,MANUAL,RTOTS11,15/2/2021,ZeroDepreciation,November
229, Tata Nano CX,45000,3.2,hyderabad,4562,2012,Second ,Petrol,MANUAL,RTOAP10,16/1/2021,Comprehensive,May
230, Renault Kwid RXT . EASY-R AT OPTION,420000,4.8,hyderabad,2600,2019,First ,Petrol,AUTOMATIC,RTOTS10,,Expired,September
231, Maruti Alto  LXI,300000,4.6,hyderabad,10030,2018,First ,Petrol,MANUAL,RTOTS29,,Expired,August
232, Chevrolet Spark LS .,120000,3.8,hyderabad,17535,2008,First ,Petrol,MANUAL,RTOAP28,20/2/2021,Comprehensive,March
233, Honda Brio . S MT I VTEC,365000,4.5,hyderabad,29968,2014,First ,Petrol,MANUAL,RTOKA03,,Expired,November
234, Hyundai Grand i SPORTZ . KAPPA VTVT,447000,4.5,hyderabad,20258,2016,First ,Petrol,MANUAL,RTOTS09,,Expired,February
235, Hyundai i MAGNA . LPG,300000,4.2,hyderabad,44347,2012,First ,Petrol + LPG,MANUAL,RTOAP16,1/3/2021,Comprehensive,February
236, Hyundai i SPORTZ . O,250000,3.8,hyderabad,53423,2010,First ,Petrol,MANUAL,RTOAP28,,Expired,September
237, Maruti Alto  LXI,221000,4.1,hyderabad,44614,2012,Second ,Petrol,MANUAL,RTOAP09,,Expired,October
238, Maruti Esteem VX,101000,3.1,hyderabad,40774,1998,Second ,Petrol + CNG,MANUAL,RTOAP09,10/3/2021,Third_party,September
239, Maruti Wagon R LXI,95000,3.4,hyderabad,1,2006,Second ,Petrol + CNG,MANUAL,RTOTS08,17/3/2021,Third_party,July
240, Maruti Alto  LXI,310000,4.8,hyderabad,15931,2018,First ,Petrol,MANUAL,RTOTS08,16/10/2021,ZeroDepreciation,September
241, Toyota Qualis GS C,172000,3.3,hyderabad,103891,2002,Second ,Diesel,MANUAL,RTOAP12,,Expired,December
242, Volkswagen Cross Polo HIGHLINE PETROL,510000,4.3,hyderabad,23734,2016,First ,Petrol,MANUAL,RTOTS10,17/3/2021,Third_party,March
243, Hyundai Grand i SPORTS . VTVT,550000,4.7,hyderabad,15888,2018,First ,Petrol,MANUAL,RTOTS08,29/7/2021,Comprehensive,June
244, Hyundai Grand i ASTA . (O) VTVT,420000,4.7,hyderabad,28664,2014,Second ,Petrol,MANUAL,RTOTS07,30/8/2021,ZeroDepreciation,July
245, Hyundai Santro Xing XS,95000,3.4,hyderabad,68482,2003,Second ,Petrol,MANUAL,RTOAP09,7/6/2021,Third_party,October
246, Maruti Wagon R . VXI,380000,4.6,hyderabad,11175,2014,Second ,Petrol,MANUAL,RTOAP29,4/3/2021,Comprehensive,January
247, Hyundai Grand i ASTA . (O) VTVT,460000,4.4,hyderabad,39818,2016,First ,Petrol,MANUAL,RTOOD02,23/8/2021,ZeroDepreciation,July
248, Maruti Alto LXI,145000,4,hyderabad,42710,2009,First ,Petrol,MANUAL,RTOAP29,11/4/2021,Comprehensive,January
249, Maruti Alto  LXI,250000,4.1,hyderabad,36253,2015,First ,Petrol,MANUAL,RTOTS07,31/1/2021,Comprehensive,May
250, Hyundai i SPORTZ .,200000,3.7,hyderabad,23475,2009,Second ,Petrol,MANUAL,RTOAP15,,Expired,July
251, Maruti Wagon R . VXI,410000,4.7,hyderabad,23217,2017,First ,Petrol,MANUAL,RTOTS07,28/6/2021,Comprehensive,June
252, Hyundai Santro LP EURO II,55000,3.7,hyderabad,56561,2002,First ,Petrol,MANUAL,RTOAP10,,Expired,June
253, Datsun Redi Go S,300000,4.4,hyderabad,21832,2017,Second ,Petrol,MANUAL,RTOTS08,,Expired,March
254, Hyundai Accent EXECUTIVE,280000,4.4,hyderabad,27076,2011,Second ,Petrol,MANUAL,RTOTS13,,Expired,January
255, Hyundai Santro Xing XG,120000,4,hyderabad,96284,2003,First ,Petrol,MANUAL,RTOAP28,,Expired,October
256, Maruti Swift VXI,510000,4.5,hyderabad,8312,2017,First ,Petrol,MANUAL,RTORJ02,20/2/2021,ZeroDepreciation,February
257, Maruti Swift VDI ABS,522500,4.5,hyderabad,22317,2015,Second ,Diesel,MANUAL,RTOTS11,,Expired,September
258, Hyundai Santro Xing GLS,175000,4,hyderabad,20393,2008,First ,Petrol,MANUAL,RTOAP28,13/10/2021,Comprehensive,July
259, Hyundai i MAGNA . IRDE,220000,3.9,hyderabad,77237,2008,Third ,Petrol,MANUAL,RTOAP29,4/10/2021,Third_party,March
260, Ford Fiesta . ZXI TDCI,148000,3.4,hyderabad,84485,2007,Fifth ,Diesel,MANUAL,RTOAP09,,Expired,March
261, Maruti Swift Dzire VXI,300000,3.5,hyderabad,37821,2010,Second ,Petrol,MANUAL,RTOAP09,23/5/2021,Comprehensive,May
262, Maruti Wagon R Duo LXI LPG,190000,3.9,hyderabad,48144,2008,Second ,Petrol + LPG,MANUAL,RTOAP13,27/11/2021,Comprehensive,September
263, Maruti Alto  LXI,335000,4.8,hyderabad,5302,2019,Second ,Petrol,MANUAL,RTOTS07,,Expired,February
264, Maruti Alto LXI,185000,4.1,hyderabad,49002,2012,First ,Petrol,MANUAL,RTOAP10,15/3/2021,Third_party,February
265, Maruti Swift VDI,330000,4.4,hyderabad,40732,2011,First ,Diesel,MANUAL,RTOMH04,1/1/2021,Comprehensive,December
266, Hyundai Grand i MAGNA . VTVT,350000,4.2,hyderabad,49282,2014,First ,Petrol,MANUAL,RTOTS09,14/1/2022,Comprehensive,September
267, Maruti Alto LXI,180000,4.2,hyderabad,37296,2011,First ,Petrol,MANUAL,RTOAP29,22/10/2021,Comprehensive,May
268, Hyundai Eon ERA PLUS,280000,4.4,hyderabad,20055,2016,First ,Petrol,MANUAL,RTOTS09,13/9/2021,Third_party,December
269, Toyota Qualis GST D,138000,3.1,hyderabad,64079,2002,Second ,Diesel,MANUAL,RTOAP05,,Expired,April
270, Honda Brio . S MT I VTEC,340000,4.2,hyderabad,26796,2013,Second ,Petrol,MANUAL,RTOAP28,30/7/2021,Comprehensive,November
271, Maruti Wagon R . VXI,375000,4.7,hyderabad,29548,2015,Second ,Petrol,MANUAL,RTOTS11,20/9/2021,Comprehensive,May
272, Maruti Alto  LXI,275000,4.4,hyderabad,21311,2017,First ,Petrol,MANUAL,RTOTS08,4/12/2021,Third_party,June
273, Maruti Swift VXI,430000,4.5,hyderabad,29169,2014,First ,Petrol,MANUAL,RTOTS07,10/11/2021,Comprehensive,October
274, Ford Figo . EXI DURATEC,394000,4.6,hyderabad,8842,2013,First ,Petrol,MANUAL,RTOAP09,,Expired,August
275, Hyundai Accent GLE,120000,3.5,hyderabad,72131,2006,Fourth ,Petrol,MANUAL,RTOAP13,,Expired,January
276, Hyundai Eon ERA PLUS,199662,3.9,hyderabad,48098,2013,First ,Petrol,MANUAL,RTOAP28,,Expired,February
277, Honda Brio . V MT I VTEC,300000,4.3,hyderabad,47277,2012,First ,Petrol,MANUAL,RTOAP10,19/6/2021,Comprehensive,February
278, Hyundai i ASTA .,330000,4.2,hyderabad,30485,2011,First ,Petrol,MANUAL,RTOAP10,31/12/2020,Expired,February
279, Maruti Alto LXI,140000,3.9,hyderabad,67088,2008,Second ,Petrol,MANUAL,RTOAP28,,Expired,March
280, Tata Indicab DLE BS III,67500,3.4,hyderabad,38475,2011,Second ,Diesel,MANUAL,RTOTS07,,Expired,February
281, Hyundai Santro Xing GLS,178000,4.2,hyderabad,28720,2007,First ,Petrol,MANUAL,RTOAP28,7/1/2021,Third_party,December
282, Maruti Wagon R . VXI,395000,4.4,hyderabad,33354,2016,Second ,Petrol,MANUAL,RTOTS13,10/8/2021,ZeroDepreciation,July
283, Hyundai i SPORTZ .,230000,4.1,hyderabad,21790,2009,Second ,Petrol,MANUAL,RTOAP10,24/8/2021,Comprehensive,August
284, Maruti Wagon R . VXI,450000,4.5,hyderabad,11267,2018,Second ,Petrol,MANUAL,RTOTS07,16/10/2021,ZeroDepreciation,August
285, Maruti Alto  LXI,295000,4.7,hyderabad,22629,2016,Second ,Petrol,MANUAL,RTOAP16,7/1/2021,ZeroDepreciation,April
286, Hyundai Verna FLUIDIC . CRDI SX OPT AT,557294,4,hyderabad,61597,2014,Second ,Diesel,AUTOMATIC,RTOHR51,7/1/2021,Third_party,July
287, Tata Indica EV LS,160000,4.2,hyderabad,37371,2011,First ,Diesel,MANUAL,RTOAP29,16/12/2021,Comprehensive,May
288, Hyundai Elite i SPORTZ (O) .,510000,4.1,hyderabad,26709,2015,First ,Petrol,MANUAL,RTOTS10,7/2/2021,Third_party,January
289, Honda Amaze . EXMT I DTEC,406000,4.3,hyderabad,24171,2013,First ,Diesel,MANUAL,RTOAP09,11/5/2021,Comprehensive,April
290, Honda City . GXI,151000,3.9,hyderabad,92448,2005,Second ,Petrol,MANUAL,RTOAP10,,Expired,October
291, Honda Brio . VX MT I VTEC,380000,4.6,hyderabad,29789,2014,First ,Petrol,MANUAL,RTOAP09,10/12/2021,Comprehensive,March
292, Maruti Alto LXI,170000,3.9,hyderabad,52564,2010,Second ,Petrol,MANUAL,RTOAP28,19/8/2021,Comprehensive,October
293, Maruti OMNI E STD,189441,3.4,hyderabad,15380,2010,First ,Petrol,,RTOAP10,1/11/2020,Comprehensive,September
294, Hyundai Santro Xing GL,160000,4.1,hyderabad,33273,2007,First ,Petrol,MANUAL,RTOAP29,,Expired,December
295, Maruti Wagon R . VXI,409000,4.7,hyderabad,22942,2017,First ,Petrol,MANUAL,RTOTS08,,Expired,September
296, Maruti Alto  LXI OPT,280000,4.6,hyderabad,14793,2017,First ,Petrol,MANUAL,RTOTS07,,Expired,October
297, Maruti Swift VXI,671000,4.8,hyderabad,20127,2019,First ,Petrol,MANUAL,RTOAP39,16/5/2022,ZeroDepreciation,April
298, Hyundai i MAGNA .,240000,4.3,hyderabad,40162,2010,First ,Petrol,MANUAL,RTOUP15,6/7/2021,Comprehensive,May
299, Maruti Alto LXI CNG,150000,4,hyderabad,47022,2011,First ,Petrol + CNG,MANUAL,RTOAP28,,Expired,November
300, Honda City . E MT PETROL,280000,3.8,hyderabad,98048,2009,Second ,Petrol,,RTOTS10,,Expired,January
301, Hyundai i MAGNA . LPG,310000,4.2,hyderabad,32115,2013,First ,Petrol + LPG,MANUAL,RTOAP29,,Expired,January
302, Datsun Redi Go T (O),200000,4.4,hyderabad,36414,2016,First ,Petrol,MANUAL,RTOTS08,24/7/2021,ZeroDepreciation,June
303, Hyundai i MAGNA . VTVT,280000,3.6,hyderabad,37021,2010,Fourth ,Petrol,MANUAL,RTOAP09,,Expired,December
304, Hyundai Grand i ASTA . KAPPA VTVT,460000,4.2,hyderabad,17832,2017,First ,Petrol,MANUAL,RTOTS08,,Expired,October
305, Maruti Alto  LXI,250000,4.3,hyderabad,1492,2017,First ,Petrol,MANUAL,RTOTS09,,Expired,December
306, Maruti Swift VXI,700000,4.9,hyderabad,4706,2020,First ,Petrol,MANUAL,RTOTS08,17/3/2021,ZeroDepreciation,January
307, Hyundai Grand i Sportz(O) . MT,550000,4.1,hyderabad,18832,2017,Second ,Petrol,,RTOTS09,,Expired,June
308, Maruti Wagon R . VXI,415000,4.3,hyderabad,8547,2017,First ,Petrol,MANUAL,RTOTS07,,Expired,September
309, Volkswagen Vento COMFORTLINE DIESEL,347910,3.9,hyderabad,37160,2012,Second ,Diesel,MANUAL,RTOTS07,,Expired,July
310, Maruti Alto LXI,170000,4.1,hyderabad,48296,2010,First ,Petrol,MANUAL,RTOAP10,,Expired,November
311, Hyundai i ASTA .,300000,4,hyderabad,39667,2011,Second ,Petrol,MANUAL,RTOAP28,,Expired,August
312, Hyundai Grand i SPORTZ . KAPPA VTVT,525000,4.6,hyderabad,8663,2017,First ,Petrol,MANUAL,RTOTS08,27/9/2021,ZeroDepreciation,September
313, Maruti Zen D,70000,3.1,hyderabad,126140,2003,Third ,Diesel,MANUAL,RTOAP29,,Expired,January
314, Maruti Alto LXI CNG,190000,4.1,hyderabad,56045,2012,Second ,Petrol + CNG,MANUAL,RTOAP09,,Expired,May
315, Hyundai Santro Xing XL ERLX EURO III,145000,3.9,hyderabad,66299,2006,Third ,Petrol,MANUAL,RTOAP09,,Expired,December
316, Hyundai Grand i SPORTS . VTVT,440000,4.3,hyderabad,29543,2016,First ,Petrol,MANUAL,RTOTS10,,Expired,July
317, Honda Amaze . SMT I VTEC,800000,4.9,hyderabad,317,2019,First ,Petrol,MANUAL,RTOTS08,5/3/2021,ZeroDepreciation,December
318, Hyundai Eon D LITE PLUS BLUE DRIVE,205000,4.2,hyderabad,43371,2012,First ,Petrol + LPG,,RTOAP05,21/10/2021,Third_party,May
319, Maruti Celerio VXI AMT,360000,4.6,hyderabad,7568,2015,First ,Petrol,AUTOMATIC,RTOTS08,17/11/2021,Comprehensive,September
320, Hyundai i ASTA . KAPPA,256000,3.9,hyderabad,58199,2011,Second ,Petrol,MANUAL,RTOAP28,9/1/2021,Third_party,August
321, Honda City V MT PETROL,570000,4.5,hyderabad,17445,2013,First ,Petrol,MANUAL,RTOAP09,,Expired,March
322, Hyundai Santro Xing GLS,250000,4.3,hyderabad,6149,2011,First ,Petrol,MANUAL,RTOAP11,5/1/2021,Comprehensive,June
323, Maruti Celerio ZXI ,456000,4.8,hyderabad,13356,2019,First ,Petrol,MANUAL,RTOTS07,18/4/2021,Comprehensive,March
324, Hyundai Grand i MAGNA . VTVT,430000,4.3,hyderabad,29131,2017,First ,Petrol,MANUAL,RTOTS08,,Expired,July
325, Chevrolet Beat PS PETROL,171000,4.1,hyderabad,43670,2013,First ,Petrol,MANUAL,RTOAP13,16/6/2021,Comprehensive,May
326, Maruti Swift Dzire VXI . BS IV,498000,4.4,hyderabad,12857,2014,First ,Petrol,MANUAL,RTOTS07,27/9/2020,Comprehensive,July
327, Maruti Ertiga ZXI SMART HYBRID AT,1100000,5,hyderabad,787,2020,First ,Petrol,,RTOTS10,13/6/2021,ZeroDepreciation,February
328, Hyundai Verna TRANSFORM . VTVT,300000,4.1,hyderabad,35220,2011,Second ,Petrol,MANUAL,RTOAP09,26/3/2021,Comprehensive,February
329, Chevrolet Spark LS .,120000,4.2,hyderabad,28957,2008,First ,Petrol,MANUAL,RTOAP29,17/11/2021,Comprehensive,August
330, Maruti Alto  LXI,350000,4.9,hyderabad,5089,2018,First ,Petrol,MANUAL,RTOTS08,6/12/2020,ZeroDepreciation,July
331, Honda Accord . VTI L AT,214000,3.6,hyderabad,90232,2007,Second ,Petrol,AUTOMATIC,RTOAP09,,Expired,July
332, Maruti Swift Dzire VDI,350000,4.1,hyderabad,32963,2009,First ,Diesel,MANUAL,RTOAP20,7/4/2021,Comprehensive,March
333, Hyundai i SPORTZ . AT KAPPA,360000,4.5,hyderabad,32509,2012,First ,Petrol,AUTOMATIC,RTOAP29,11/6/2021,Third_party,July
334, Maruti Swift ZXI,620000,4.8,hyderabad,9965,2017,First ,Petrol,MANUAL,RTOTS09,20/7/2021,ZeroDepreciation,May
335, Maruti Alto LXI,170172,3.9,hyderabad,41036,2010,First ,Petrol,MANUAL,RTORJ14,,Expired,November
336, Maruti Eeco  STR WITH AC PLUSHTR,420000,4.8,hyderabad,4038,2018,First ,Petrol,MANUAL,RTOTS09,31/12/2021,ZeroDepreciation,December
337, Maruti Alto LXI,103500,3.3,hyderabad,61116,2006,First ,Petrol,MANUAL,RTOAP28,,Expired,December
338, Hyundai i SPORTZ . KAPPA,280000,3.7,hyderabad,35008,2011,First ,Petrol,MANUAL,RTOAP29,,Expired,October
339, Maruti Alto STD,110000,3.9,hyderabad,50605,2006,Second ,Petrol,MANUAL,RTOAP13,26/4/2021,Third_party,October
340, Maruti Alto  LXI,210000,4,hyderabad,44194,2014,Second ,Petrol,MANUAL,RTOTS07,,Expired,March
341, Hyundai Xcent BASE .,420000,4.5,hyderabad,25220,2015,First ,Petrol,MANUAL,RTOTS07,5/2/2021,Comprehensive,January
342, Hyundai Elite i Magna Executive .,500000,4.1,hyderabad,24915,2017,Second ,Petrol,MANUAL,RTOTS07,,Expired,July
343, Hyundai Grand i ASTA . VTVT,402979,4.7,hyderabad,42131,2015,First ,Petrol,MANUAL,RTOKA09,,Expired,May
344, Hyundai Grand i ASTA . (O) VTVT,450000,4.5,hyderabad,10513,2016,Second ,Petrol,MANUAL,RTOTS07,29/12/2020,ZeroDepreciation,December
345, Hyundai Grand i . Sportz at,610000,4.8,hyderabad,27046,2019,First ,Petrol,,RTOTS08,11/3/2022,Third_party,February
346, Hyundai i MAGNA . IRDE,215000,3.5,hyderabad,53179,2008,Second ,Petrol,MANUAL,RTOAP13,30/9/2020,Expired,April
347, Maruti Alto LXI,135000,3.9,hyderabad,50789,2007,First ,Petrol,MANUAL,RTOAP28,25/4/2021,Third_party,November
348, Tata NEXON XMA .,690000,4.7,hyderabad,13209,2018,First ,Petrol,,RTOTS08,21/11/2020,ZeroDepreciation,October
349, Maruti  STD,65000,3,hyderabad,30742,2001,Second ,Petrol,MANUAL,RTOAP11,,Expired,April
350, Nissan Micra Active XV,400000,4.4,hyderabad,29863,2015,First ,Petrol,MANUAL,RTOTS07,29/7/2021,Comprehensive,April
351, Renault Kwid . CLIMBER OPT AMT,460000,4.8,hyderabad,13448,2020,First ,Petrol,,RTOTS34,29/8/2021,Comprehensive,August
352, Maruti Baleno ZETA . K ,516000,4.4,hyderabad,43095,2016,Second ,Petrol,MANUAL,RTOTS10,24/12/2020,Third_party,December
353, Hyundai Eon D LITE PLUS,220000,4.3,hyderabad,48539,2013,Second ,Petrol,MANUAL,RTOHR26,2/3/2021,Third_party,March
354, Hyundai Grand i ASTA . (O) VTVT,450000,4.3,hyderabad,32383,2015,Second ,Petrol,MANUAL,RTOTS07,27/2/2021,Comprehensive,December
355, Maruti Swift VXI,420000,3.7,hyderabad,9412,2013,First ,Petrol,MANUAL,RTOAP13,,Expired,April
356, Hyundai Eon MAGNA,190000,3.9,hyderabad,72153,2011,Second ,Petrol,MANUAL,RTOAP09,,Expired,September
357, Maruti IGNIS ZETA . K ,530000,4.6,hyderabad,13273,2018,First ,Petrol,MANUAL,RTOTS08,10/7/2021,ZeroDepreciation,May
358, Nissan Terrano XL  PS DEISEL,600000,4.2,hyderabad,38834,2014,First ,Diesel,MANUAL,RTOTS09,,Expired,July
359, Hyundai Santro Xing XP,121000,3.5,hyderabad,68638,2004,Third ,Petrol,MANUAL,RTOAP10,,Expired,February
360, Maruti Wagon R LXI,230000,3.8,hyderabad,29708,2009,First ,Petrol,MANUAL,RTOAP29,,Expired,November
361, Maruti Alto LXI,113000,3.6,hyderabad,48092,2007,First ,Petrol,MANUAL,RTOAP36,18/10/2021,Third_party,December
362, Maruti New  Wagon-R . Lxi (o) cng,480000,4.6,hyderabad,18041,2019,First ,Petrol + CNG,,RTOTS08,11/9/2022,ZeroDepreciation,July
363, Maruti Wagon R . VXI,400000,4.6,hyderabad,20220,2015,First ,Petrol,MANUAL,RTOTS08,18/10/2021,Third_party,September
364, Honda City ZX . EXI,216000,3.8,hyderabad,66698,2008,Second ,Petrol,,RTOAP31,,Expired,April
365, Ford Figo . ZXI DURATEC ,185000,3.5,hyderabad,61219,2010,Third ,Petrol,MANUAL,RTOAP29,,Expired,May
366, Hyundai i ASTA .,275000,3.9,hyderabad,33090,2009,Third ,Petrol,MANUAL,RTOAP23,,Expired,September
367, Hyundai i SPORTZ . VTVT,360000,3.8,hyderabad,77492,2013,First ,Petrol,MANUAL,RTOAP09,,Expired,January
368, Hyundai Eon ERA PLUS,298300,4.3,hyderabad,26284,2016,First ,Petrol,MANUAL,RTOTS07,13/12/2020,ZeroDepreciation,December
369, Hyundai Elite i . SPORTZ PLUS DUAL TONE VTVT,770000,4.8,hyderabad,6085,2020,First ,Petrol,,RTOTS08,8/8/2021,ZeroDepreciation,August
370, Hyundai i MAGNA . KAPPA,300000,4,hyderabad,61435,2011,Second ,Petrol,MANUAL,RTOAP09,,Expired,February
371, Volkswagen Polo GT TSI,750000,4.4,hyderabad,46361,2018,First ,Petrol,MANUAL,RTOTS04,9/1/2021,ZeroDepreciation,December
372, Hyundai Santro Xing XP,80000,3.3,hyderabad,147996,2003,Second ,Petrol,MANUAL,RTOAP10,29/3/2021,Third_party,September
373, Maruti Wagon R LXI,144000,3.7,hyderabad,58052,2006,Second ,Petrol,MANUAL,RTOAP29,,Expired,May
374, Mahindra Scorpio . TURBO  STR,124000,3.6,hyderabad,101336,2004,Second ,Diesel,MANUAL,RTOAP10,,Expired,December
375, Maruti Alto K VXI ,385000,4.8,hyderabad,3520,2019,First ,Petrol,MANUAL,RTOTS08,6/11/2022,ZeroDepreciation,September
376, Maruti Alto K VXI (O) AMT,440000,4.8,hyderabad,5901,2019,First ,Petrol,,RTOTS08,15/5/2022,ZeroDepreciation,January
377, Maruti Alto K VXI ,205000,4.2,hyderabad,42472,2013,First ,Petrol,MANUAL,RTOAP28,10/10/2021,Comprehensive,January
378, Maruti Swift VXI,650000,4.7,hyderabad,15445,2018,First ,Petrol,MANUAL,RTOTS07,2/7/2021,Comprehensive,June
379, Maruti A Star VXI,220000,4,hyderabad,41478,2008,Second ,Petrol,MANUAL,RTOAP29,,Expired,November
380, Renault Kwid  RXL. EASY-R AT,450000,4.8,hyderabad,5244,2018,First ,Petrol,,RTOTS09,10/7/2021,ZeroDepreciation,June
381, Chevrolet Spark LS . LPG,145800,3.6,hyderabad,45560,2011,Second ,Petrol + LPG,MANUAL,RTOAP09,,Expired,July
382, Maruti Swift Dzire VXI . BS IV,400000,4.2,hyderabad,46874,2012,First ,Petrol,MANUAL,RTOTS09,13/2/2021,Comprehensive,January
383, Hyundai Grand i MAGNA . KAPPA VTVT,400000,4.2,hyderabad,22792,2014,First ,Petrol,MANUAL,RTOTS08,18/6/2021,Comprehensive,March
384, Maruti Wagon R LXI,100700,3,hyderabad,97521,2004,Second ,Petrol + LPG,MANUAL,RTOAP09,,Expired,May
385, Maruti Swift VDI,650000,4.8,hyderabad,20005,2018,First ,Diesel,MANUAL,RTOTS09,20/10/2021,Third_party,October
386, Maruti Swift Dzire VXI . BS IV,450000,3.8,hyderabad,54776,2013,First ,Petrol,MANUAL,RTOAP28,16/11/2021,Comprehensive,October
387, Maruti Swift VXI .,148000,3.9,hyderabad,101613,2006,Second ,Petrol,MANUAL,RTOTN01,22/1/2021,Third_party,September
388, Maruti Alto VXI,350000,4.9,hyderabad,7269,2019,First ,Petrol,MANUAL,RTOTS13,5/11/2022,ZeroDepreciation,October
389, Maruti Swift VXI,680000,5,hyderabad,895,2020,First ,Petrol,MANUAL,RTOTS08,20/10/2021,ZeroDepreciation,October
390, Tata Indica Vista LS QUADRAJET,200000,4.1,hyderabad,43725,2012,First ,Diesel,MANUAL,RTOAP09,,Expired,August
